,t0_F1E_2,t0_F1E_3,t0_F1E_4,t0_F1C_2,t0_F1C_3,t0_F1C_4,LPS_F1E_1,LPS_F1E_2,LPS_F1E_3,LPS_F1C_1,LPS_F1C_2,LPS_F1C_4
SPTSSA,175.8077431,181.9830652,160.6646628,155.7279842,147.7076034,154.6709709,171.6412826,176.155858,173.2733394,158.2757205,139.2517831,128.2959581
TFDP2,42.57843778,51.5046411,40.80372389,43.0062747,50.38088797,41.13589652,48.3191846,57.5558744,29.30357946,49.7946087,55.70071323,36.3673582
ENSGALG00000025772,28.84345785,42.92053425,28.05256018,27.16185771,55.34264209,46.0722041,33.17436555,94.18233992,44.59240353,34.6783882,40.22829289,62.63267245
ENSGALG00000025773,19.2289719,12.01774959,10.20093097,11.31744071,7.633467874,13.16348689,7.933000457,1.744117406,7.644412033,10.67027329,15.47242034,18.1836791
ENSGALG00000025778,0,0,0,0.452697628,0,1.645435861,0,0,2.548137344,0,1.031494689,0
ENSGALG00000025786,0,1.71682137,0,7.695859684,4.580080724,0,0,1.744117406,0,0,2.062989379,2.020408789
FRRS1L,1.373497993,3.43364274,2.550232743,4.074278656,2.290040362,1.645435861,2.884727439,1.744117406,8.918480705,0.889189441,9.283452204,6.061226366
ADI1,142.8437913,113.3102104,142.8130336,136.7146838,109.540264,98.72615165,160.8235547,94.18233992,160.5326527,131.6000373,113.4644158,117.1837098
TMEM269,48.07242976,34.3364274,81.60744778,31.23613636,55.72431548,67.46287029,80.05118643,125.5764532,80.26632635,75.5811025,77.3621017,67.68369443
TMEM161A,103.0123495,168.2484943,140.2628009,121.7756621,111.448631,118.471382,113.225552,149.9940969,110.8439745,80.91623914,113.4644158,119.2041185
ENSGALG00000025810,28.84345785,22.31867781,25.50232743,19.0133004,16.03028254,17.00283723,17.30836463,36.62646553,14.01475539,13.33784162,13.40943096,30.30613183
CMC1,74.16889163,75.54014028,45.90418938,103.6677569,89.31157413,70.20526339,77.16645899,59.2999918,66.25157095,91.58651244,73.23612295,107.0816658
NHLH1,0,8.58410685,7.65069823,4.526976285,5.725100905,8.227179304,9.375364176,6.976469624,1.274068672,16.00540994,12.37793627,6.061226366
UQCRFS1,1346.028033,1291.04967,1331.221492,1242.202292,1107.997862,1239.561682,1223.124434,1051.702796,1261.327985,1059.913814,1137.738642,1369.837159
TPM2,417.5433899,432.6389853,675.811677,396.1104249,349.6128286,524.345561,507.7120292,819.7351808,671.4341902,738.9164256,706.5738622,439.4389116
AMT,81.03638159,120.1774959,137.7125681,120.8702668,85.49484019,108.0502882,105.2925515,104.6470444,100.6514251,83.58380747,93.86601673,85.86737352
LUZP1,8.240987958,3.43364274,5.100465487,24.89836957,19.46534308,9.324136544,9.375364176,12.20882184,8.918480705,22.22973603,12.37793627,10.10204394
TMEM26,8.240987958,0,2.550232743,3.621581028,2.671713756,5.484786203,1.442363719,1.744117406,0,2.667568323,1.031494689,0
TAF1C,12.36148194,25.75232055,10.20093097,7.243162055,6.106774299,5.484786203,6.490636737,5.232352218,7.644412033,9.781083853,8.251957515,5.051021972
ENSGALG00000025876,1.373497993,1.71682137,0,1.358092885,2.290040362,6.581743443,1.442363719,1.744117406,1.274068672,2.667568323,3.094484068,2.020408789
ENSGALG00000025881,0,1.71682137,0,0,0,0,0,3.488234812,1.274068672,0.889189441,1.031494689,7.071430761
BUD13,34.33744983,63.52239069,22.95209469,32.59422925,34.73227883,34.00567446,38.22263856,48.83528737,28.02951079,28.45406212,38.16530351,40.40817578
ENSGALG00000025884,34.33744983,17.1682137,25.50232743,20.82409091,21.75538344,24.13305929,34.61672926,36.62646553,42.04426618,48.90541926,47.44875571,48.48981093
SUSD3,15.10847792,13.73457096,15.30139646,26.70916008,23.28207702,19.74523033,26.68372881,10.46470444,22.9332361,17.78378882,24.75587254,22.22449668
ATF3,4.120493979,0,2.550232743,4.979673913,3.435060543,3.290871722,5.048273018,3.488234812,2.548137344,16.89459938,11.34644158,12.12245273
PLPPR4,5.493991972,22.31867781,7.65069823,14.93902174,12.59522199,15.35740137,9.375364176,19.18529147,30.57764813,14.22703106,17.53540972,8.081635155
WDR82,48.07242976,60.08874795,30.60279292,54.32371542,45.80080724,55.94481927,54.08863948,40.11470034,70.07377697,51.57298759,66.01566012,59.60205927
ZBTB7A,0,0,0,0.452697628,0.763346787,0,0.72118186,0,0,5.335136647,1.031494689,1.010204394
XPNPEP2,0,0,2.550232743,3.168883399,3.816733937,0.54847862,1.442363719,0,0,0.889189441,1.031494689,1.010204394
ENSGALG00000025937,1628.96862,1809.529724,1836.167575,1437.767668,1851.115959,1511.607077,1426.497718,1881.902681,1433.327256,1334.673351,1552.399507,1389.031042
KIAA0513,5.493991972,3.43364274,0,1.810790514,0.763346787,1.645435861,0.72118186,0,8.918480705,11.55946273,2.062989379,5.051021972
RGS20,112.6268354,63.52239069,45.90418938,92.80301383,79.38806589,83.9172289,67.06991295,74.99704846,57.33309025,88.91894412,99.02349018,77.78573837
ENSGALG00000025945,0,0,0,0.452697628,0,0,0,1.744117406,5.096274689,2.667568323,5.157473447,0
PRKCA,520.5557394,590.5865513,538.0991088,649.6210968,545.792953,530.9273044,552.4253045,420.3322948,524.9162929,587.7542206,381.6530351,484.8981093
U3,32.96395183,12.01774959,15.30139646,14.48632411,26.71713756,30.16632411,20.91427393,22.67352628,10.19254938,13.33784162,21.66138848,32.32654062
ENSGALG00000025959,57.68691571,18.88503507,51.00465487,66.09385376,78.24304571,70.75374201,44.7132753,68.02057883,42.04426618,45.3486615,60.85818667,63.64287685
SELM,368.0974621,434.3558066,527.8981779,452.2449308,336.2542598,424.5224521,358.4273843,469.1675822,486.6942328,379.6838914,330.0783006,349.5307205
GADD45A,97.51835751,92.70835398,140.2628009,111.3636166,112.2119777,105.8563737,95.91718734,151.7382143,109.5699058,97.81083853,134.0943096,125.2653449
ENSGALG00000025996,4.120493979,0,0,3.168883399,4.198407331,2.193914481,2.884727439,8.72058703,2.548137344,3.556757765,7.220462826,4.040817578
NDUFA4,2773.092448,2240.451888,2358.965288,2598.937085,1919.435497,2494.480765,2191.671672,1908.064442,2093.294828,2120.716817,1894.855744,2419.439525
C9orf85,21.97596789,25.75232055,28.05256018,33.04692688,38.93068616,70.75374201,59.13691249,85.46175289,78.99225768,95.1432702,70.14163888,35.3571538
DIO2,1.373497993,8.58410685,2.550232743,4.526976285,4.961754118,3.839350342,2.884727439,6.976469624,2.548137344,6.224326088,6.188968136,6.061226366
DOLK,53.56642173,54.93828384,30.60279292,54.32371542,53.05260172,75.6900496,46.87682088,48.83528737,42.04426618,32.01081988,47.44875571,64.65308124
SRP9,271.9526026,266.1073124,196.3679212,259.3957411,254.957827,268.2060453,282.703289,305.220546,273.9247645,271.2027796,277.4720714,246.4898722
ASCC1,131.8558073,181.9830652,221.8702487,137.1673814,111.8303044,140.4105268,121.8797343,176.155858,143.96976,116.4838168,119.653384,147.4898416
SREK1IP1,16.48197592,13.73457096,15.30139646,17.65520751,15.64860914,24.68153791,18.02954649,33.13823071,20.38509875,25.78649379,25.78736723,8.081635155
ZNHIT3,331.0130163,317.6119535,357.0325841,256.2268577,211.8287335,265.4636522,217.0757398,273.8264327,216.5916743,217.8514131,237.2437786,263.6633469
RGS17,61.80740969,65.23921206,58.6553531,48.43864625,56.48766227,54.29938341,52.64627576,59.2999918,47.14054087,64.9108292,41.25978757,71.724512
ENSGALG00000026039,201.904205,322.7624176,311.1283947,192.8491897,147.7076034,185.9342523,178.1319193,245.9205542,186.0140261,157.3865311,187.7320335,165.6735207
ENSGALG00000026043,8.240987958,10.30092822,10.20093097,19.91869565,17.17530272,17.00283723,12.98127347,8.72058703,14.01475539,15.1162205,18.56690441,11.11224834
PALM,342.0010003,511.6127683,660.5102805,297.8750395,233.5841169,267.1090881,369.966294,439.5175863,303.228344,264.089264,399.1884448,258.612325
ALDOC,11942.56505,15053.08977,18162.7576,13122.34616,10757.84627,13507.93146,12371.15362,12845.4247,12081.99322,12738.52793,11686.83483,12840.70806
RBM38,105.7593455,140.7793523,99.45907699,117.2486858,154.9593978,121.2137751,125.4856436,99.41469214,59.88122759,115.5946273,129.9683309,99.00003065
CRYBB2,19.2289719,140.7793523,81.60744778,25.35106719,23.28207702,24.13305929,50.48273018,20.92940887,26.75544212,7.113515529,35.07081944,19.19388349
CACNG4,65.92790367,66.95603343,61.20558584,79.22208498,55.72431548,55.39634065,59.85809435,81.97351808,63.70343361,60.464882,61.88968136,68.69389882
CDC26,302.1695585,329.629703,339.1809549,233.1392787,257.6295407,270.3999598,277.655016,211.0382061,257.3618718,176.9486988,244.4642414,235.3776239
MN1,5.493991972,1.71682137,10.20093097,5.432371542,2.671713756,2.193914481,3.605909298,3.488234812,0,4.445947206,1.031494689,5.051021972
CRLF1,5.493991972,17.1682137,15.30139646,4.526976285,5.343427512,7.678700684,5.769454877,5.232352218,7.644412033,7.113515529,11.34644158,10.10204394
CEP250,17.85547391,0,2.550232743,9.053952569,16.79362932,9.872615165,5.048273018,1.744117406,8.918480705,10.67027329,12.37793627,11.11224834
ENSGALG00000026152,105.7593455,97.85881809,153.0139646,81.03287549,82.05977964,42.78133238,938.9787813,584.279331,862.5444911,1540.965302,1697.840259,943.5309044
CARD19,8.240987958,0,5.100465487,4.526976285,1.526693575,3.290871722,4.327091158,3.488234812,7.644412033,5.335136647,5.157473447,7.071430761
PDLIM7,26.09646187,22.31867781,51.00465487,23.08757905,25.95379077,18.64827309,46.87682088,29.6499959,45.8664722,33.78919876,28.8818513,40.40817578
ENSGALG00000026161,52.19292374,25.75232055,17.8516292,48.43864625,50.38088797,61.97808409,36.05909298,20.92940887,19.11103008,51.57298759,31.97633537,49.50001533
PIK3R5,32.96395183,29.18596329,45.90418938,26.70916008,34.73227883,29.06936687,41.107366,31.39411331,26.75544212,42.68109318,58.79519729,52.53062851
FAM163B,111.2533374,175.1157797,247.3725761,80.58017787,104.1968365,88.30505786,146.3999175,310.4528983,98.10328776,88.91894412,319.7633537,114.1530966
CTTNBP2NL,103.0123495,75.54014028,132.6121027,79.67478261,113.7386713,97.08071579,103.1290059,118.5999836,95.55515041,90.697323,96.9605008,117.1837098
TMEM8A,52.19292374,77.25696165,89.25814601,70.16813241,68.31953747,65.81743443,58.41573063,64.53234402,70.07377697,81.80542859,69.11014419,62.63267245
ST8SIA4,0,1.71682137,0,0.452697628,1.145020181,1.645435861,0,3.488234812,2.548137344,0.889189441,3.094484068,3.030613183
GALT,2.746995986,3.43364274,2.550232743,1.810790514,2.671713756,1.645435861,1.442363719,1.744117406,6.370343361,3.556757765,1.031494689,2.020408789
FAM174A,5.493991972,5.15046411,12.75116372,5.88506917,7.633467874,6.581743443,0.72118186,6.976469624,15.28882407,7.113515529,5.157473447,6.061226366
CNTF,1.373497993,0,0,2.716185771,1.526693575,3.290871722,39.66500228,8.72058703,7.644412033,7.113515529,3.094484068,2.020408789
POMK,57.68691571,72.10649754,48.45442212,28.51995059,37.02231919,38.39350342,29.56845625,43.60293515,38.22206017,34.6783882,47.44875571,38.38776699
LRTM2,4.120493979,1.71682137,5.100465487,2.263488142,1.908366968,1.645435861,1.442363719,1.744117406,2.548137344,1.778378882,0,0
CCDC177,0,0,0,3.168883399,3.05338715,2.193914481,2.884727439,1.744117406,5.096274689,0.889189441,0,1.010204394
ENDOG,87.90387156,118.4606745,117.3107062,145.7686364,83.58647322,88.85353648,83.65709572,111.623514,84.08853236,64.9108292,103.1494689,152.5408636
PSMD12,245.8561408,168.2484943,137.7125681,140.7889625,214.8821207,159.0587999,214.1910123,104.6470444,118.4883865,167.1676149,179.4800759,161.6327031
PIGY,230.7476628,250.65592,219.3200159,141.6943577,212.2104069,227.0701488,173.0836463,174.4117406,154.1623093,162.7216677,169.1651291,213.1531272
ARID3A,16.48197592,12.01774959,30.60279292,32.59422925,22.90040362,22.48762343,26.68372881,17.44117406,20.38509875,28.45406212,25.78736723,33.33674502
MPV17,112.6268354,142.4961737,173.4158265,86.01254941,74.42631177,70.20526339,86.54182316,99.41469214,71.34784564,64.9108292,100.0549849,91.92859989
TMEM144,23.34946588,13.73457096,20.40186195,23.08757905,38.54901276,19.19675171,18.02954649,20.92940887,26.75544212,25.78649379,23.72437786,24.24490547
MAF,31.59045384,13.73457096,25.50232743,34.85771739,27.48048435,20.84218757,33.17436555,26.16176109,31.8517168,35.56757765,30.94484068,40.40817578
RGS8,0,1.71682137,0,1.358092885,2.671713756,4.936307582,1.442363719,3.488234812,2.548137344,0,3.094484068,0
MAFA,0,0,5.100465487,3.168883399,0.381673394,0,2.163545579,1.744117406,1.274068672,0,0,0
TM2D3,152.4582772,187.1335293,183.6167575,181.9844466,167.5546198,210.0673116,221.4028309,163.9470362,196.2065755,209.8487081,193.9210016,207.0919009
TCF15,8.240987958,8.58410685,10.20093097,8.601254941,5.343427512,6.581743443,6.490636737,5.232352218,5.096274689,9.781083853,1.031494689,2.020408789
RAB6B,6.867489965,1.71682137,0,2.263488142,4.961754118,4.387828962,3.605909298,5.232352218,5.096274689,2.667568323,9.283452204,6.061226366
COMMD8,230.7476628,230.0540636,209.1190849,233.5919763,218.6988546,247.9123364,263.9525606,235.4558498,228.0582923,276.5379162,296.0389758,302.0511139
C3orf33,57.68691571,51.5046411,61.20558584,69.71543478,60.6860696,44.97524686,43.99209344,59.2999918,58.60715892,38.23514597,46.41726102,62.63267245
PIGZ,17.85547391,24.03549918,33.15302566,24.89836957,28.24383113,18.09979447,20.91427393,31.39411331,24.20730477,25.78649379,20.62989379,24.24490547
SERTAD2,10.98798394,15.45139233,10.20093097,8.148557312,9.160161449,9.872615165,8.654182316,10.46470444,11.46661805,12.44865218,10.31494689,8.081635155
ENSGALG00000026300,1045.231973,1067.862892,1111.901476,914.9019071,894.2607614,1951.486931,737.7690425,1782.487989,1755.66663,1690.349128,1711.24969,979.8982626
ENSGALG00000026301,2.746995986,0,2.550232743,1.358092885,4.198407331,0.54847862,2.163545579,3.488234812,0,0,1.031494689,2.020408789
SRPRB,144.2172893,178.5494225,104.5595425,162.9711462,151.1426639,193.612953,177.4107375,191.8529147,171.9992707,184.9514038,205.2674432,180.8265866
MRPS2,174.4342451,197.4344576,244.8223434,169.308913,143.509196,156.3164068,196.1614658,237.1999672,226.7842236,171.6135621,188.7635282,196.9898569
CTNNBIP1,1.373497993,0,2.550232743,0.905395257,2.290040362,1.645435861,4.327091158,0,3.822206017,0.889189441,2.062989379,8.081635155
C12orf75,244.4826428,176.8326011,175.9660593,177.0047727,212.2104069,205.131004,159.381191,242.4323194,207.6731936,178.7270777,180.5115706,205.0714921
RND3,108.5063415,142.4961737,99.45907699,92.80301383,86.63986037,107.5018096,122.6009161,80.22940068,99.37735643,101.3675963,97.99199549,100.010235
RAB34,20.6024699,27.46914192,25.50232743,20.82409091,14.12191557,18.09979447,25.96254695,31.39411331,15.28882407,14.22703106,21.66138848,14.14286152
ENSGALG00000026316,20.6024699,24.03549918,17.8516292,17.20250988,22.90040362,18.09979447,17.30836463,17.44117406,20.38509875,18.67297826,13.40943096,22.22449668
ARMT1,2.746995986,5.15046411,5.100465487,5.432371542,6.488447693,3.839350342,5.769454877,3.488234812,8.918480705,5.335136647,5.157473447,5.051021972
MIEN1,476.6038036,741.6668319,803.3233141,554.5545949,503.8088797,566.0299361,461.5563902,763.9234238,554.2198724,576.1947579,572.4795526,554.6022125
SERTAD4,9.614485951,5.15046411,2.550232743,4.526976285,3.816733937,7.130222063,5.769454877,5.232352218,3.822206017,1.778378882,6.188968136,6.061226366
ASAH1,395.567422,271.2577765,173.4158265,306.4762945,316.4072434,421.2315804,317.3200183,359.2881856,430.6352112,397.4676802,325.9523218,267.7041645
FAM43B,74.16889163,70.38967617,58.6553531,76.05320158,77.09802553,89.95049372,82.93591386,61.04410921,62.42936494,94.25408076,72.20462826,80.81635155
KCNJ8,16.48197592,15.45139233,15.30139646,19.0133004,22.13705683,26.87545239,38.94382042,40.11470034,36.94799149,32.90000932,29.91334599,33.33674502
PFDN2,745.8094102,884.1630056,1014.992632,586.6961265,557.6248282,708.6343774,580.551397,748.2263672,624.2936494,474.8271616,572.4795526,702.0920541
UBE2C,70.04839765,51.5046411,51.00465487,34.40501976,34.35060543,32.90871722,28.12609253,41.85881774,39.49612884,23.11892547,41.25978757,68.69389882
ENSGALG00000026383,6888.092435,6530.788492,6189.414868,3425.110257,3599.943449,5278.558241,5746.377058,6144.525621,6975.52598,5584.10969,7436.045216,6649.165324
PCSK4,6.867489965,17.1682137,10.20093097,9.506650198,7.633467874,8.227179304,6.490636737,6.976469624,5.096274689,6.224326088,8.251957515,6.061226366
LYPLAL1,59.0604137,27.46914192,35.70325841,36.21581028,40.07570634,31.26328135,37.5014567,26.16176109,30.57764813,38.23514597,18.56690441,34.34694941
ENSGALG00000026395,0,1.71682137,0,1.358092885,0.381673394,1.096957241,4.327091158,1.744117406,0,0,1.031494689,0
ENSGALG00000026396,2.746995986,0,0,2.716185771,2.671713756,1.645435861,0.72118186,0,0,1.778378882,1.031494689,2.020408789
ENSGALG00000026401,79.6628836,46.35417699,71.40651681,68.81003953,101.1434493,69.10830615,77.88764085,78.48528327,109.5699058,88.91894412,117.5903946,80.81635155
PSMB2,443.6398518,384.5679869,372.3339805,465.8258597,406.4821643,439.8798534,429.1032065,429.0528819,490.5164388,377.016323,464.1726102,440.449116
ENSGALG00000026422,1.373497993,0,0,0,1.145020181,0.54847862,2.884727439,8.72058703,5.096274689,0.889189441,4.125978757,1.010204394
CHMP6,260.9646187,212.8858499,311.1283947,202.3558399,222.5155885,222.1338412,209.8639212,238.9440846,240.798979,224.9649286,176.3855919,223.2551712
SEZ6,587.857141,666.1266916,757.4191248,720.2419269,622.5093051,576.9995085,605.7927621,748.2263672,493.0645761,587.7542206,678.7235056,549.5511906
CPLX3,13.73497993,6.86728548,15.30139646,35.31041502,19.08366968,22.48762343,25.24136509,24.41764368,77.718189,48.90541926,15.47242034,16.16327031
CAVIN4,74.16889163,61.80556932,53.55488761,53.41832016,52.67092833,50.46003306,51.9250939,68.02057883,45.8664722,61.35407144,70.14163888,49.50001533
TMEM100,38.45794381,30.90278466,33.15302566,32.14153162,30.1521981,23.58458067,64.90636737,111.623514,84.08853236,64.02163976,87.6770486,82.83676034
ENSGALG00000026466,9.614485951,13.73457096,5.100465487,0.452697628,4.198407331,0,5.048273018,0,0,0,2.062989379,3.030613183
ENSGALG00000026467,0,8.58410685,7.65069823,4.074278656,7.25179448,10.96957241,2.884727439,10.46470444,7.644412033,4.445947206,0,6.061226366
BOD1L1,31.59045384,12.01774959,25.50232743,45.26976285,39.69403294,20.29370895,24.52018323,40.11470034,30.57764813,36.45676709,42.29128226,27.27551865
CRIP2,572.7486631,734.7995464,969.0884424,537.352085,483.1985164,495.2761941,400.977114,704.623432,476.5016834,377.016323,492.0229668,490.9593357
RPS16,2863.743316,2389.815347,3139.336507,2352.669575,2326.299335,1965.747375,2263.068676,2319.67615,2204.138803,1780.157261,1816.462148,1976.97
TMEM17,4.120493979,17.1682137,12.75116372,7.243162055,6.106774299,2.193914481,5.048273018,5.232352218,7.644412033,8.00270497,12.37793627,3.030613183
EMC6,462.8688237,453.2408417,481.9939885,351.2933597,342.3610341,408.0680935,404.5830233,362.7764204,309.5986873,401.024438,343.4877316,403.0715534
RALB,19.2289719,12.01774959,7.65069823,8.601254941,13.74024217,8.775657924,17.30836463,13.95293925,12.74068672,13.33784162,12.37793627,9.09183955
FDX1,61.80740969,53.22146247,15.30139646,51.15483202,45.80080724,37.8450248,36.05909298,40.11470034,34.39985415,51.57298759,50.54323978,46.46940214
C1orf123,211.5186909,236.9213491,198.918154,181.531749,169.8446602,160.7042357,148.5634631,204.0617365,214.0435369,195.6216771,230.0233157,204.0612877
RFC5,241.7356468,322.7624176,272.8749035,209.1463043,248.0877059,281.9180108,231.499377,336.6146594,206.3991249,219.629792,209.3934219,247.5000766
RUNDC3A,8.240987958,18.88503507,28.05256018,14.93902174,10.30518163,14.26044413,15.86600091,20.92940887,15.28882407,18.67297826,16.50391503,24.24490547
EBP,0,1.71682137,0,0.905395257,0.763346787,0.54847862,0.72118186,0,0,0.889189441,0,0
ENSGALG00000026531,24.72296388,37.77007014,56.10512035,31.68883399,24.80877059,31.81175997,36.78027484,34.88234812,53.51088423,29.34325156,30.94484068,33.33674502
FAM217B,0,0,2.550232743,5.432371542,4.198407331,3.839350342,2.884727439,3.488234812,0,4.445947206,2.062989379,3.030613183
TPGS2,45.32543377,48.07099836,45.90418938,40.29008893,44.27411367,74.04461373,34.61672926,48.83528737,70.07377697,59.57569256,58.79519729,41.41838017
CBX8,89.27736955,127.0447814,73.95674956,66.09385376,80.91475946,99.27463027,87.98418688,87.2058703,90.45887572,77.35948138,87.6770486,88.89798671
gga-mir-6569,4.120493979,10.30092822,5.100465487,2.263488142,2.671713756,1.645435861,2.884727439,0,1.274068672,0,4.125978757,3.030613183
ZNF362,17.85547391,20.60185644,17.8516292,18.10790514,19.08366968,18.09979447,27.40491067,20.92940887,15.28882407,17.78378882,14.44092565,17.1734747
SNRNP25,329.6395183,348.5147381,354.4823513,249.8890909,256.866194,311.5358563,267.5584699,361.032303,336.3541295,268.5352112,292.9444918,340.4388809
HAPLN4,112.6268354,104.7261036,112.2102407,205.5247233,116.0287117,140.4105268,160.1023729,52.32352218,191.1103008,182.2838354,63.95267074,186.887813
